id,agency,complaint,descriptor,street,borough
40714081,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,QUEENS
40710779,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40708955,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40707220,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40706980,Department of Transportation,Street Light Condition,Fixture/Luminaire Door Open,,QUEENS
40709496,A - Brooklyn,Other Enforcement,E2A Storage Of Receptacles,36 STREET,BROOKLYN
40709006,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,EAST 73 STREET,BROOKLYN
40711927,Department of Transportation,Street Light Condition,Photocell (PEC) Missing,,QUEENS
40710778,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40708062,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40710562,Queens West 03,Sweeping/Missed,3A Sweeping/Missed,,QUEENS
40711714,Department of Transportation,Street Condition,Plate Condition - Shifted,,MANHATTAN
40708967,New York City Police Department,Blocked Driveway,No Access,BLOSSOM AVENUE,QUEENS
40712092,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROCKAWAY PARKWAY,BROOKLYN
40710359,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROCKAWAY PARKWAY,BROOKLYN
40709189,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,ROCKAWAY PARKWAY,BROOKLYN
40709158,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,ROCKAWAY PARKWAY,BROOKLYN
40710289,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,ROCKAWAY PARKWAY,BROOKLYN
40706707,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,ROCKAWAY PARKWAY,BROOKLYN
40714012,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,TOWNSEND AVENUE,STATEN ISLAND
40713739,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40706360,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40710443,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,LORING PLACE,BRONX
40708741,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,WASHINGTON AVENUE,BROOKLYN
40706334,New York City Police Department,Illegal Parking,Blocked Bike Lane,KNICKERBOCKER AVENUE,BROOKLYN
40713012,New York City Police Department,Illegal Parking,Blocked Hydrant,64 STREET,BROOKLYN
40706274,New York City Police Department,Blocked Driveway,No Access,102 STREET,QUEENS
40714371,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,QUEENS
40714346,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40711215,Department of Transportation,Street Light Condition,Glassware Broken,,QUEENS
40710804,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40712772,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,HANCOCK STREET,BROOKLYN
40710360,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,WEST   73 STREET,MANHATTAN
40705651,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,WEST   73 STREET,MANHATTAN
40714312,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,BOND STREET,MANHATTAN
42412502,Department of Buildings,General Construction/Plumbing,Building Permit - None,WEST 20 STREET,MANHATTAN
40858113,Department of Buildings,General Construction/Plumbing,Building Permit - None,22 AVENUE,QUEENS
40714750,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,CENTRAL AVENUE,BROOKLYN
40713825,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,SANDALWOOD DRIVE,STATEN ISLAND
40714534,Department of Transportation,Broken Parking Meter,No Receipt,,MANHATTAN
40710952,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,GARFIELD PLACE,BROOKLYN
40712676,Department of Transportation,Traffic Signal Condition,Controller,,QUEENS
40709035,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40706324,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40712411,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,BAYSIDE AVENUE,QUEENS
40707376,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,EAST 149 STREET,BRONX
40713688,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,10 AVENUE,QUEENS
40706968,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,79 STREET,BROOKLYN
40713873,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,EAST   35 STREET,BROOKLYN
40707679,New York City Police Department,Illegal Parking,Blocked Hydrant,,QUEENS
40706629,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,LAFAYETTE AVENUE,BROOKLYN
40713215,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,QUEENS
40714206,Department of Transportation,Street Light Condition,Glassware Missing,,QUEENS
40712537,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40707626,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,QUEENS
40706330,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40706417,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,ELY AVENUE,BRONX
40708740,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,194 STREET,QUEENS
40709536,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,PARSONS BOULEVARD,QUEENS
40708412,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,ST PAUL'S AVENUE,STATEN ISLAND
40711564,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,WEST STREET,MANHATTAN
40709335,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,WEST   14 STREET,MANHATTAN
40709984,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),GRAND STREET,BROOKLYN
40708368,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),MYRTLE AVENUE,BROOKLYN
40711640,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40711639,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40710336,BCC - Staten Island,Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,ALBRIGHT STREET,STATEN ISLAND
40711452,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,ASHLAND AVENUE EAST,STATEN ISLAND
40709576,Department of Housing Preservation and Development,HPD Literature Request,The ABCs of Housing - Arabic,,Unspecified
40711822,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,WEST 10 STREET,MANHATTAN
40708771,New York City Police Department,Derelict Vehicle,With License Plate,175 STREET,QUEENS
40714839,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,FREDERICK DOUGLASS BOULEVARD,MANHATTAN
40707793,New York City Police Department,Noise - Park,Loud Music/Party,,BROOKLYN
40707379,Department of Transportation,Broken Parking Meter,Out of Order,,MANHATTAN
40708045,Operations Unit - Department of Homeless Services,Homeless Person Assistance,,FIFTH AVENUE,MANHATTAN
40706614,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),BROAD STREET,MANHATTAN
40712938,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),9 AVENUE,MANHATTAN
40714345,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40713130,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40710803,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40706329,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
41805135,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,SKILLMAN STREET,BROOKLYN
40712665,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,EAST  119 STREET,MANHATTAN
40711060,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,EAST  119 STREET,MANHATTAN
40708044,Operations Unit - Department of Homeless Services,Homeless Person Assistance,,,QUEENS
40714157,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,EAST  119 STREET,MANHATTAN
40713924,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,EAST  119 STREET,MANHATTAN
40713294,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,EAST  119 STREET,MANHATTAN
40712631,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,EAST  119 STREET,MANHATTAN
40712032,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,EAST  119 STREET,MANHATTAN
40710361,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,EAST  119 STREET,MANHATTAN
40714174,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,WEST  134 STREET,MANHATTAN
40713499,Department of Housing Preservation and Development,GENERAL,CABINET,WEST  134 STREET,MANHATTAN
40711972,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,WEST  134 STREET,MANHATTAN
40709406,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,WEST  134 STREET,MANHATTAN
40709312,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,WEST  134 STREET,MANHATTAN
40707291,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,WEST  134 STREET,MANHATTAN
40709732,Department of Transportation,Broken Parking Meter,No Receipt,,BRONX
40708416,Correspondence Unit,DOF Property - Request Copy,Copy of Statement,,BROOKLYN
40714912,Department of Transportation,Street Light Condition,Street Light Out,WHITE PLAINS ROAD,BRONX
40712850,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40712472,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40709034,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40710379,Department of Transportation,Sidewalk Condition,Sidewalk Violation,NEW YORK AVENUE,BROOKLYN
40710935,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,EAST 32 STREET,BROOKLYN
40712139,Department of Transportation,Street Condition,Cave-in,,BROOKLYN
40714191,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,SHORE ROAD,BROOKLYN
40706491,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",NEPTUNE AVENUE,BROOKLYN
40711687,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,BROOKLYN
40708954,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40707219,Department of Transportation,Street Light Condition,Street Light Out,,QUEENS
40706569,BCC - Brooklyn North,Missed Collection (All Materials),1RG Missed Recycling Paper,PACIFIC STREET,BROOKLYN
40712353,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,71 STREET,BROOKLYN
40711878,A - Brooklyn,Dirty Conditions,E3A Dirty Area/Alleyway,LAFAYETTE AVENUE,BROOKLYN
40713328,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,HESTER STREET,MANHATTAN
40713391,Department of Housing Preservation and Development,HPD Literature Request,The ABCs of Housing,,Unspecified
40714790,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,FREDERICK DOUGLASS BOULEVARD,MANHATTAN
40710975,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,3 AVENUE,BRONX
40710242,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,VERNON AVENUE,BROOKLYN
40705652,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,EAST  119 STREET,MANHATTAN
40710674,New York City Police Department,Blocked Driveway,No Access,178 STREET,QUEENS
40712870,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,COLON AVENUE,STATEN ISLAND
40713760,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",WEST    6 STREET,BROOKLYN
40713698,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),55 STREET,BROOKLYN
40714205,Department of Transportation,Street Light Condition,Glassware Hanging,QUEENSBRIDGE PARK,QUEENS
40706059,Department of Transportation,Street Light Condition,Fixture/Luminaire Damaged,HINTON PARK,QUEENS
40706904,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,PEARL STREET,QUEENS
40710200,Department of Transportation,Sidewalk Condition,Sidewalk Violation,AVENUE I,BROOKLYN
40712435,Department of Transportation,Street Condition,Failed Street Repair,,BROOKLYN
40707929,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,BEACH 99 STREET,QUEENS
40711474,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,MARATHON PARKWAY,QUEENS
40713286,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,48 STREET,QUEENS
40708527,Department of Transportation,Sidewalk Condition,Sidewalk Violation,7 AVENUE,MANHATTAN
40709781,New York City Police Department,Noise - Residential,Banging/Pounding,2 AVENUE,MANHATTAN
40714102,Department of Transportation,Broken Parking Meter,Coin or Card Did Not Register,3 AVENUE,MANHATTAN
40714228,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,WEST 258 STREET,BRONX
40707666,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,MURRAY STREET,MANHATTAN
40712939,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),WESTCHESTER AVENUE,BRONX
40711024,Department of Transportation,Street Light Condition,Multiple Street Lights Out,INTERBORO PKWY,QUEENS
40706782,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,CUMBERLAND STREET,BROOKLYN
40714822,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,SUMPTER STREET,BROOKLYN
40705819,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,LAFAYETTE AVENUE,BROOKLYN
40705733,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,LAFAYETTE AVENUE,BROOKLYN
40712112,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,GRANITE STREET,BROOKLYN
40711189,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,GRANITE STREET,BROOKLYN
40709510,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,GRANITE STREET,BROOKLYN
40705862,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,GRANITE STREET,BROOKLYN
41074623,Department of Buildings,General Construction/Plumbing,Debris - Excessive,LUDLOW STREET,MANHATTAN
40705728,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,HALSEY STREET,BROOKLYN
40709163,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,159 STREET,QUEENS
40705465,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,,BRONX
40712672,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,16 AVENUE,BROOKLYN
40707785,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,EASTERN PARKWAY,BROOKLYN
40711086,Department of Transportation,Street Light Condition,Multiple Street Lights Out,INTERBORO PKWY,QUEENS
40709448,Department of Transportation,Street Light Condition,Multiple Street Lights Out,INTERBORO PKWY,QUEENS
40712243,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,LEFFERTS PLACE,BROOKLYN
40709377,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,OCEAN PARKWAY,BROOKLYN
40706741,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,,Unspecified
40713384,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,86 STREET,QUEENS
40710140,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),WEST   43 STREET,MANHATTAN
40713066,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,SPRINGFIELD BOULEVARD,QUEENS
40709492,Department of Buildings,Scaffold Safety,Suspended (Hanging) Scaffolds - No Pmt/Lic/Dangerous/Accident,HUDSON STREET,MANHATTAN
40711217,Correspondence Unit,DOF Property - Owner Issue,Remove Mortgage,,QUEENS
40707033,New York City Police Department,Noise - Commercial,Loud Music/Party,WEST 44 STREET,MANHATTAN
40705847,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,WETHEROLE STREET,QUEENS
40708349,Department of Environmental Protection,Air Quality,"Air: Smoke, Chimney or vent (AS1)",WEST   44 STREET,MANHATTAN
40707225,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40714579,Department of Transportation,Street Light Condition,Fixture/Luminaire Out Of Position,,BROOKLYN
40708549,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Open,,BROOKLYN
40709898,Department of Transportation,Street Condition,Pothole,MURDOCK AVENUE,BRONX
40708878,External Affairs Unit,DOF Property - Payment Issue,Other Agency Charge,NEW LOTS AVENUE,BROOKLYN
40708104,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40706763,Department of Transportation,Street Light Condition,Photocell (PEC) Missing,,BROOKLYN
40706136,Department of Transportation,Street Light Condition,Flood Light Lamp Cycling,,BROOKLYN
40706161,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,,STATEN ISLAND
40714837,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,BLEEKER STREET,BROOKLYN
40711898,Department of Buildings,General Construction/Plumbing,Failure to Comply with Vacate Order,BAISLEY AVENUE,BRONX
40707430,Department of Transportation,Street Condition,Failed Street Repair,RIDGE BOULEVARD,BROOKLYN
40713799,Department of Transportation,Street Condition,Plate Condition - Shifted,,MANHATTAN
40710112,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,AVENUE W,BROOKLYN
40713737,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40708422,BCC - Queens West,Missed Collection (All Materials),2 Bulk-Missed Collection,124 STREET,QUEENS
41813481,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,WEST   72 STREET,MANHATTAN
40708774,New York City Police Department,Homeless Encampment,N/A,MADISON AVENUE,MANHATTAN
40709212,Department of Transportation,Street Condition,Defective Hardware,CLAREMONT AVENUE,MANHATTAN
40709931,New York City Police Department,Blocked Driveway,No Access,EAST 5 STREET,BROOKLYN
40709420,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,AQUEDUCT AVENUE WEST,BRONX
40709338,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,AQUEDUCT AVENUE WEST,BRONX
40706645,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,AQUEDUCT AVENUE WEST,BRONX
40713443,Department for the Aging,Housing - Low Income Senior,N/A,,BROOKLYN
40710940,Department of Environmental Protection,Air Quality,"Air: Smoke, Chimney or vent (AS1)",3 AVENUE,MANHATTAN
40714644,Department of Transportation,Street Light Condition,Street Light Lamp Dim,,BROOKLYN
40712503,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40706300,Department of Transportation,Street Light Condition,Street Light Lamp Dim,,BROOKLYN
40709415,A - Staten Island,Dirty Conditions,E1 Improper Disposal,ALLISON PLACE,STATEN ISLAND
40710247,Refunds and Adjustments,DOF Parking - Payment Issue,Mailed - Not Reflected,,Unspecified
41799551,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,MADISON AVENUE,MANHATTAN
40713993,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,,BROOKLYN
40706206,New York City Police Department,Posting Advertisement,Vehicle,72 AVENUE,QUEENS
40709254,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,AMSTERDAM AVENUE,MANHATTAN
40705685,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,NORTH END AVENUE,MANHATTAN
40707290,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",MACDOUGAL STREET,MANHATTAN
40714043,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40711514,Department of Transportation,Street Light Condition,Fixture/Luminaire Out Of Position,,BROOKLYN
40709924,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40707928,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST   87 STREET,BROOKLYN
40713594,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,DAVIDSON AVENUE,BRONX
40710104,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,DAVIDSON AVENUE,BRONX
40709602,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,DAVIDSON AVENUE,BRONX
40708169,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,DAVIDSON AVENUE,BRONX
40705636,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,DR M L KING JR BOULEVARD,BRONX
40706732,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,DR M L KING JR BOULEVARD,BRONX
40713297,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,EAST  119 STREET,MANHATTAN
40711289,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,EAST  119 STREET,MANHATTAN
40710407,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,EAST  119 STREET,MANHATTAN
40709398,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,EAST  119 STREET,MANHATTAN
40708296,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,EAST  119 STREET,MANHATTAN
40706725,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,EAST  119 STREET,MANHATTAN
40706720,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,EAST  119 STREET,MANHATTAN
40714894,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,THAYER STREET,MANHATTAN
40713535,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),HILLSIDE AVENUE,QUEENS
40706993,Department of Transportation,Street Light Condition,Lamppost Wire Exposed,86 STREET,QUEENS
40714647,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40711682,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40708861,Department of Transportation,Street Light Condition,Fixture/Luminaire Out Of Position,,BROOKLYN
40706015,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,14 STREET,QUEENS
40713707,Operations Unit - Department of Homeless Services,Homeless Person Assistance,,EAST   14 STREET,MANHATTAN
42379232,Department of Buildings,Borough Office,Construction Enforcement Work Order (DOB),53 PLACE,QUEENS
40710784,Senior Citizen Rent Increase Exemption Unit,SCRIE,Initial Application,,MANHATTAN
40709533,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,AVENUE Y,BROOKLYN
40712028,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,PAULDING AVENUE,BRONX
42432591,Department of Buildings,General Construction/Plumbing,Building Permit - None,WEST 72 STREET,MANHATTAN
40713430,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40706336,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40709584,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,JEWEL AVENUE,QUEENS
40712598,BCC - Queens West,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,124 STREET,QUEENS
40707474,BCC - Staten Island,Derelict Vehicles,14 Derelict Vehicles,,STATEN ISLAND
40712671,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,81 STREET,BROOKLYN
40706966,New York City Police Department,Noise - Residential,Banging/Pounding,SEDGWICK AVENUE,BRONX
40707853,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,EAST NEW YORK AVENUE,BROOKLYN
40869383,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,41 AVENUE,QUEENS
40712051,Department of Environmental Protection,Water System,Dirty Water (WE),CORPORAL KENNEDY STREET,QUEENS
40714051,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40709645,Department of Transportation,Street Light Condition,Fixture/Luminaire Out Of Position,,BROOKLYN
40706301,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40706903,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,208 STREET,QUEENS
40714838,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,BROOKLYN
42330384,Department of Buildings,Borough Office,Construction Enforcement Work Order (DOB),236 STREET,QUEENS
40706133,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,,MANHATTAN
40710354,Department of Transportation,Street Condition,Line/Marking - Faded,,BROOKLYN
40714340,Department of Transportation,Street Light Condition,Street Light Out,,BRONX
40712849,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40712499,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40707208,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40707167,Department of Transportation,Street Light Condition,Street Light Lamp Dim,,BROOKLYN
40711547,Department of Transportation,Street Condition,Pothole,,MANHATTAN
40711617,Department of Transportation,Street Condition,Pothole,,MANHATTAN
40707334,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,53 STREET,BROOKLYN
40714935,Department of Transportation,Curb Condition,Broken Curb,50 STREET,BROOKLYN
40713732,New York City Police Department,Blocked Driveway,No Access,EAST TREMONT AVENUE,BRONX
42317573,Department of Buildings,Borough Office,Construction Enforcement Work Order (DOB),217 STREET,QUEENS
40710389,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,BROOKLYN
40712055,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,,QUEENS
40707478,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,EAST   87 STREET,BROOKLYN
40706409,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",BECK STREET,BRONX
40714306,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),CHURCH AVENUE,BROOKLYN
40710788,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40710510,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,QUEENS
40710322,Department of Transportation,Traffic Signal Condition,Controller,,MANHATTAN
40707174,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40712521,BCC - Bronx,Litter Basket / Request,10 Litter Basket / Request,,BRONX
40713548,BCC - Queens West,Missed Collection (All Materials),1R Missed Recycling-All Materials,33 STREET,QUEENS
40706997,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,90 AVENUE,QUEENS
40707464,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",,BROOKLYN
40707165,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,THIRD AVENUE,BROOKLYN
40714249,New York City Police Department,Derelict Vehicle,With License Plate,6 AVENUE,BROOKLYN
40712444,External Affairs Unit,DOF Property - Payment Issue,Other Agency Charge,NEW LOTS AVENUE,BROOKLYN
40714956,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40713736,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40711901,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,BROOKLYN
40710709,Department of Transportation,Street Light Condition,Street Light Out,,BROOKLYN
40711276,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,BEDFORD AVENUE,BROOKLYN
40706053,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,EAST   23 STREET,BROOKLYN
40708962,New York City Police Department,Blocked Driveway,No Access,,MANHATTAN
40706280,New York City Police Department,Blocked Driveway,No Access,112 STREET,QUEENS
40710324,Department of Transportation,Sidewalk Condition,Sidewalk Violation,61 DRIVE,QUEENS
40708854,Land Records,DOF Property - Update Account,Billing Address Incorrect,,BROOKLYN
40709540,Payment Operations,DOF Parking - Tax Exemption,Tax Exemption,,MANHATTAN
40711668,Department for the Aging,Housing - Low Income Senior,N/A,,BRONX
